order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD224498,ID0332549406,2019-04-29,Thompson,"[('Universe Note', 1), ('Thunder line', 1)]",5630,62.28,-37.8084919,144.94879609999995,0,5692.28,Autumn,True,0.4896,"digico sucks!!! the touchscreen got messed up in less than 3 months, if you are planning to buy this device i would recommend to go straight to its website at huawei line com.",False
ORD297053,ID0589424475,2019-04-03,Nickolson,"[('iStream', 1), ('Thunder line', 2), ('Alcon 10', 1)]",13460,65.1,-37.8095716,144.97259619999997,5,12852.1,Autumn,False,1.0395,"awesome phone! even with fewer available apps than my old alcon, this phone is so cool! i love the size, it fits my hand so well and the pictures it takes ate gorgeous!",True
ORD410338,ID0579973133,2019-04-25,Thompson,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675,63.73,-37.811794299999995,144.9460717,15,4887.48,Autumn,False,0.1314,alcons are great. my wife loves this one. sometimes i think the older models do so much it’s had to justify a newer one. this one has worked well since i got it. my wife uses it daily. i have a newer on but it’s twice the price and i see no advantage.,True
ORD104466,ID0579399009,2019-05-30,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('Universe Note', 2)]",26885,77.56,-37.8187929,144.9738324,5,25618.31,Autumn,True,0.3771,five stars love phone,True
ORD403472,ID0591317292,2019-04-01,Nickolson,"[('iStream', 1), ('pearTV', 1), ('Olivia x460', 1), ('Universe Note', 1)]",11135,65.3,-37.825089299999995,144.9571519,0,11200.3,Autumn,True,1.3082,poor no memory needs constant cleaning. poor choice,False
ORD410714,ID1985429676,2019-04-27,Bakers,"[('Olivia x460', 1), ('Toshika 750', 2), ('Candle Inferno', 2), ('Universe Note', 2)]",17625,68.4,-37.8001967,144.9875868,10,15930.9,Autumn,False,1.2814,"camera needs assistance, but great phone otherwise the camera is absolute crap, but if you download an app, using that with the camera works well. i dont understand that at all, but... whatever works. battery lasts forever. tough phone. pleased with my purchase.",True
ORD108155,ID0207085518,2019-05-12,Bakers,"[('Toshika 750', 2), ('Olivia x460', 2), ('Candle Inferno', 1), ('iStream', 1)]",11670,67.84,-37.81068120000001,145.0122031,25,8820.34,Autumn,True,1.4945,"estafa aún no lo he recibido, estoy tratando de comunicarme con un respetable y es detestable nadie responde nada",False
ORD160331,ID0471441541,2019-03-04,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('iStream', 1), ('Olivia x460', 1)]",6060,65.75,-37.8040734,144.9677909,5,5822.75,Autumn,False,1.6239,five stars i love it and the camera quality is great.,True
ORD195631,ID0575381329,2019-04-01,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",15970,67.76,-37.820401600000004,144.98268080000003,5,15239.26,Autumn,False,1.1719,awesome gift and perfect for kids or older adults easy to use,True
ORD409255,ID0660947669,2019-03-27,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",11830,62.88,-37.8194684,144.96374680000002,5,11301.38,Autumn,False,0.5196,five stars so far it work good,True
ORD220662,ID0591430022,2019-05-26,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",11215,63.15,-37.8184127,144.9641682,15,9595.9,Autumn,False,0.4738,love my new phone! new in orginal box.,True
ORD051970,ID0312718907,2019-03-15,Thompson,"[('Alcon 10', 1), ('Toshika 750', 2), ('iAssist Line', 2), ('Thunder line', 1)]",24220,53.41,-37.8018402,144.9608092,10,21851.41,Autumn,False,1.7072,one star phone serial was listed at verizon as lost or stolen or overdue balance and could not be activated.,False
ORD066815,ID0595867561,2019-05-02,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1)]",2090,79.64,-37.811430200000004,144.97607969999999,25,1647.14,Autumn,True,0.9827,"four stars very nice, and nice price",True
ORD193325,ID0581711294,2019-03-23,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('iStream', 1)]",13360,84.54,-37.8050914,144.9280168,25,10104.54,Autumn,True,1.8761,small speaker tin sound. great with good bluetooth speaker.,True
ORD164252,ID6167266609,2019-03-08,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",16775,78.02,-37.8135444,144.9655326,25,12659.27,Autumn,True,0.664,perfect! just as advertised perfect! just as advertised,True
ORD226331,ID3213448162,2019-04-19,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Thunder line', 1)]",7860,52.03,-37.8078691,144.9615966,10,7126.03,Autumn,False,1.3838,not unlocked as advertised i bought the phone it worked for a few weeks and then says it’s under a lease and i can’t use it unless i finish paying for the phone ??? it shouldn’t have this,False
ORD116104,ID1492150972,2019-04-24,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1)]",2455,49.38,-37.8153034,144.9519421,15,2136.13,Autumn,False,0.519,menu doesn’t work. says it can’t connect to digico network,False
ORD486342,ID5668043850,2019-03-28,Bakers,"[('Lucent 330S', 1), ('Universe Note', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",17995,54.44,-37.8030068,145.01701530000003,25,13550.69,Autumn,False,2.0678,died very fast not good at all,False
ORD360053,ID4315294433,2019-03-25,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,64.71,-37.817035499999996,144.9532513,0,18824.71,Autumn,False,0.7290000000000001,use this phone on a byop network so i wish ... use this phone on a byop network so i wish i could get rid of the verizon specific stuff without rooting it.,True
ORD334724,ID1588112477,2019-04-25,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500,77.72,-37.8233577,144.97629880000005,5,6252.72,Autumn,True,0.7957,perfect state arrived on time and as advertised. use it on at&t without issue. if you migrate from android than transferring data and settings is seamless.,True
ORD073101,ID0589500304,2019-03-01,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",23580,66.41,-37.8202279,144.9574109,0,23646.41,Autumn,False,1.0829,very true to the description. seems sturdy the leather is soft but seems like it will hold up.,True
ORD222050,ID0709975513,2019-05-01,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",14315,66.68,-37.8158807,144.9338778,25,10802.93,Autumn,False,1.2137,it ok. doesn't come with original package. but phone just works good as regular note 8,True
ORD304668,ID4716795309,2019-04-03,Thompson,"[('Alcon 10', 2), ('pearTV', 2), ('iStream', 2)]",30820,65.87,-37.8189529,144.9525466,5,29344.87,Autumn,False,0.8489,great buy great buy only issue can't talk on phone and read emails or view pictures at same time. it works differently then note 3,True
ORD361140,ID0416817424,2019-03-26,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 2), ('Universe Note', 2), ('iStream', 2)]",12510,66.31,-37.80947310000001,144.9784778,15,10699.81,Autumn,True,1.2835,missing sim card it is supposed to have a sim card and does not and was to be new and was opened box,False
ORD039392,ID0501040630,2019-03-23,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2), ('iAssist Line', 2)]",12210,79.88,-37.80557750000001,144.9857969,10,11068.88,Autumn,True,0.9646,great camera the phone has a great camera.,True
ORD213314,ID0578120539,2019-03-28,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1), ('iAssist Line', 2), ('Toshika 750', 1)]",12650,81.0,-37.8245751,144.94313490000005,15,10833.5,Autumn,True,1.3693,"👍👍😁 best phone i've ever had! since my old s4 died, i chose this s6 plus has its replacement and i do not regret it. it looks & performs just like a brand new phone! ""get this phone""! 👍👍👍",True
ORD383354,ID3313210939,2019-05-21,Nickolson,"[('Lucent 330S', 2), ('iStream', 1)]",2610,77.04,-37.8188827,144.9654991,10,2426.04,Autumn,True,0.3577,doesn't have some features that others have. nice phones for the money. doesn't have some little features that others have like visual notification of text or missed calls. pictures are good. for us they are fine for our use.,True
ORD406048,ID0356092608,2019-05-13,Bakers,"[('Lucent 330S', 2), ('iStream', 1)]",2610,65.61,-37.8197652,144.99895990000005,15,2284.11,Autumn,False,1.1358,"good phone if you don't need the latest thing and can't afford it. good phone. great camera. battery life sucks after 9 months, doesn't last quite 12 hours. glass on rear cover broke in a case....why the crap is it glass anyways?",True
ORD122446,ID3098158410,2019-04-19,Thompson,"[('Thunder line', 2), ('Lucent 330S', 1)]",5590,79.03,-37.823322600000004,144.94298840000005,5,5389.53,Autumn,True,1.2386,"xp forever i like the picture quality, i like the sleek design as well as the speed of the operating system. updating my review. my xp starting to give me issues as it doesn't want to accept a charge anymore. lowering from a 5 star to 4 🌟",True
ORD273222,ID1492131944,2019-03-01,Thompson,"[('Thunder line', 2), ('Universe Note', 2)]",11260,63.59,-37.8120717,144.94510369999998,25,8508.59,Autumn,False,0.1853,phone was nice its nice,True
ORD009791,ID1449298229,2019-04-08,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",3880,66.45,-37.8196445,144.9826177,15,3364.45,Autumn,True,1.1549,"pésimo producto a los 6 meses me toco cambiar display, se recalentaba la batería, me toco cambiar también, hasta que al final se dañó. pésimo",False
ORD168244,ID3148693053,2019-04-17,Nickolson,"[('Universe Note', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",12450,51.43,-37.8123953,144.97238190000004,15,10633.93,Autumn,False,0.7337,"worthless products because they sent me a device that do not work, and is worthless",False
ORD365472,ID0579390820,2019-05-13,Thompson,"[('iStream', 2), ('Toshika 750', 1), ('Thunder line', 2)]",8980,81.29,-37.821901000000004,144.95523830000005,0,9061.29,Autumn,True,1.2535,just as i had hoped for. top seller. phone is brand new. i put a sim card in and verizon came up with signal. my daughter is gonna love it for her birthday. thank you.,True
ORD442713,ID0847528077,2019-05-16,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('Thunder line', 1), ('Toshika 750', 2)]",21000,47.35,-37.823616200000004,144.9672392,15,17897.35,Autumn,False,0.5948,"bad imei # phone was locked by t-mobile due to previous owner skipping out on the bill, no one can activate phone. its as good as stolen. very unhappy",False
ORD466420,ID0591415025,2019-04-12,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2), ('Toshika 750', 2), ('iStream', 2)]",15750,77.97,-37.8191633,144.961103,25,11890.47,Autumn,True,0.7456,can't use with phone case works great.,True
ORD209061,ID0298045595,2019-05-30,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220,66.2,-37.8245833,144.9637696,0,22286.2,Autumn,False,0.8383,five stars excellent phone,True
ORD239474,ID0282854627,2019-03-27,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910,71.69,-37.802696399999995,145.0209268,0,5981.69,Autumn,False,2.4015,"i have had pure fun with my thunder.  weather, jokes, news briefing, and music but still so much more to use it for.  a lot of fun for the money.",True
ORD156472,ID0400753521,2019-04-30,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",14140,66.87,-37.806265,144.9366029,10,12792.87,Autumn,False,1.1645,"five stars great phone, size just what i was looking for.. screen fantastic. thin and light.",True
ORD209826,ID6200183410,2019-03-11,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('iStream', 2), ('Thunder line', 2)]",13195,79.53,-37.81975900000001,144.9522082,25,9975.78,Autumn,True,0.9091,five stars such a great buy! we have been so happy with it!,True
ORD053593,ID1463656488,2019-05-17,Bakers,"[('Toshika 750', 1), ('Thunder line', 1), ('pearTV', 1)]",12810,64.7,-37.8158734,144.9996785,15,10953.2,Autumn,False,0.7622,"best smartphone i have ever used everything is top notch. the built quality, hardware, camera, fluid ui, and a great software experience. only short coming is that it has fewer apps than ios or android, but all the significant ones are there.",True
ORD253670,ID0107156509,2019-03-26,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",29250,67.52,-37.825168100000006,144.9787107,10,26392.52,Autumn,False,1.0882,five stars it's good.,True
ORD352103,ID3967630079,2019-04-09,Thompson,"[('Universe Note', 1), ('Thunder line', 2), ('pearTV', 1)]",14120,79.17,-37.8178559,144.952689,10,12787.17,Autumn,True,0.7597,five stars worth the price!,True
ORD422108,ID2967053355,2019-03-04,Bakers,"[('Toshika 750', 1), ('pearTV', 1)]",10630,78.11,-37.80745220000001,144.9987375,15,9113.61,Autumn,True,0.4186,"best phone. great cellphone if you work with vodeos. pawerfull to do evrithing. making videos, converting, work with documents etc. small laptop with you in your packet.",True
ORD169488,ID3419344105,2019-04-21,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 1), ('pearTV', 2), ('iStream', 1)]",19315,81.96,-37.8080982,144.9767184,15,16499.71,Autumn,True,1.3276,great phone i didn't want to pay a fortune for a new phone since i'm hoping the new 5g phones start coming out in the next year or two. this was a great option.,True
ORD489154,ID5952810619,2019-05-26,Thompson,"[('Thunder line', 2), ('Lucent 330S', 2), ('pearTV', 2)]",19440,62.61,-37.8149873,144.9395623,0,19502.61,Autumn,True,0.7086,"don't expect too much for such a low price.. slow device, horrible camera, freezing screen ... i don't know where to start. i jumped from universe note 5 to this device, while the xp 6 has an updated android os with great features, however, the device is very slow, the screen keeps on freezing, the rear camera is just horrible.",False
ORD328750,ID3199584808,2019-04-30,Nickolson,"[('Thunder line', 1), ('Olivia x460', 2), ('Universe Note', 1)]",8080,51.73,-37.8080323,144.9686639,5,7727.73,Autumn,False,1.1784,false propaganda the speaker didn't work from the start and the charger port on the phone stop working in a month very disappointed they are selling refurbished products as new,False
ORD014311,ID6167289323,2019-03-19,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('Thunder line', 1), ('Olivia x460', 2)]",13700,66.81,-37.8080424,144.96889769999999,15,11711.81,Autumn,True,1.1761,"one star screen failed in under 4 months. no warranty, no repairs. you are paying for a future $600 brick.",False
ORD334112,ID0605199043,2019-05-03,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('Universe Note', 1), ('Toshika 750', 2)]",25140,65.0,-37.8133099,144.965359,5,23948.0,Autumn,False,0.6943,great phone for the price debated getting the more expensive universe s10 but with the amazing price and almost same features couldn't justify spending more. i have recommended it to family and friends.,True
ORD493945,ID0581710144,2019-04-03,Thompson,"[('Thunder line', 2), ('iStream', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",14010,70.21,-37.8050968,144.9287544,25,10577.71,Autumn,False,1.8182,four stars the transaction was good.,True
ORD201350,ID0250774441,2019-04-25,Bakers,"[('iStream', 2), ('Candle Inferno', 1), ('pearTV', 1), ('Olivia x460', 2)]",9490,66.68,-37.8144842,145.0092157,5,9082.18,Autumn,False,1.3274,"otherwise works good. issues with loading contacts and deleting multimedia messages, otherwise works good.",True
ORD071726,ID3313210950,2019-03-16,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Lucent 330S', 1)]",22490,62.56,-37.8182278,144.9669542,25,16930.06,Autumn,False,0.23199999999999998,great buy. it's a decent phone...,True
ORD413343,ID6197211477,2019-03-04,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Toshika 750', 1)]",9005,80.33,-37.8132457,144.9334457,10,8184.83,Autumn,True,1.1997,great! would be even better if i had a ... great ! would be even better if i had a manual !,True
ORD176714,ID0030385484,2019-04-16,Bakers,"[('Universe Note', 2), ('iAssist Line', 1)]",9125,49.34,-37.816376299999995,144.9963062,0,9174.34,Autumn,False,0.7165,doesn't work with verizon i took it to a verizon store to add it to my account and the phone would not connect to the verizon network.,False
ORD420976,ID5402876533,2019-04-08,Nickolson,"[('pearTV', 2), ('iAssist Line', 2), ('Candle Inferno', 2), ('Thunder line', 2)]",22290,77.65,-37.8212809,144.9769235,5,21253.15,Autumn,True,0.7139,"toshika = clean android excellent device, fingerprint scanner could be a bit higher but overall, excellent!",True
ORD245919,ID6024429122,2019-04-06,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Lucent 330S', 2), ('iStream', 1)]",9940,65.57,-37.8154612,144.94052240000005,25,7520.57,Autumn,False,0.654,"i love it i bought this phone at first for me and love it, then i bought it for my family members and we all using it - it has evrerything that smartphone needs and the price is not hight; it works perfect",True
ORD421738,ID2755217877,2019-05-13,Bakers,"[('Universe Note', 2), ('pearTV', 2), ('Lucent 330S', 2)]",21980,49.83,-37.8048419,144.9934812,0,22029.83,Autumn,False,0.5941,"beware of this device my receiver stopped working after just 6 weeks!!!! the systems test indicate a hardware problem. the phone is under warranty and neither digico, the seller or lucentrola are making any attempt to fix it!!",False
ORD426933,ID3213448200,2019-03-26,Thompson,"[('Thunder line', 2), ('Universe Note', 2), ('iStream', 2)]",11560,69.31,-37.8034609,144.96238390000005,10,10473.31,Autumn,False,1.6929,great phone great product got this phone for a steal! i couldn't be happier!,True
ORD030298,ID1479905308,2019-03-09,Nickolson,"[('Toshika 750', 1), ('iStream', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",10530,66.94,-37.82061160000001,144.9573475,10,9543.94,Autumn,False,1.0963,"like new looks like a brand new phone. battery life is shorter than my previous lucent g4, but that may be due to all the newer features using up more battery power. taking more pictures now that i have a great camera phone. very pleased with this purchase.",True
ORD334665,ID0137181091,2019-05-16,Nickolson,"[('Universe Note', 2), ('Thunder line', 2), ('Candle Inferno', 2), ('iStream', 1)]",12270,69.4,-37.8027007,144.9650326,0,12339.4,Autumn,False,1.8134,"buy this phone is pretty good, i got it because i needed a phone to use and it works well had it for a while now it holds up pretty good, even when it's dropped. the sound parts of the phone could be better. overall it is good",True
ORD399100,ID0591407730,2019-03-01,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380,51.15,-37.8231807,144.96072790000005,25,7086.15,Autumn,False,0.9287,👎 a-,False
ORD245598,ID0247020723,2019-04-04,Nickolson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,64.65,-37.813534499999996,144.9693589,10,13425.15,Autumn,False,0.5636,excellent purchase. came as advertised. blemish free and performs like new. looking forward too years of use.,True
ORD082811,ID0591219530,2019-05-10,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('iAssist Line', 1)]",7770,66.67,-37.824503799999995,144.9470991,0,7836.67,Autumn,False,1.317,value and reliability an awesome phone that i would highly recommend to anyone wanting to purchase a new phone.,True
ORD255491,ID4716795336,2019-03-21,Thompson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",8135,65.84,-37.818824400000004,144.95337880000002,25,6167.09,Autumn,False,0.8813,perfect thanks just perfect! thanks,True
ORD205475,ID2491032726,2019-05-29,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Alcon 10', 2), ('Lucent 330S', 1)]",24010,50.72,-37.8054465,144.9844987,15,20459.22,Autumn,False,1.0713,"that i didn,t get a phone that works. the olivia universe note 5 white 64gb (sprint) doesn't work nobody can hear me on that phone. i cant even use the phone.",False
ORD411100,ID0310957028,2019-05-30,Thompson,"[('Universe Note', 1), ('iAssist Line', 1)]",5675,80.93,-37.8222436,144.9497997,15,4904.68,Autumn,True,1.0921,perfect battery seems to die fast. but i love how easy it was to switch to my metro pcs account. and love the camera and the fingerprint id that i can use to unlock all my apps. plus i can do 5 fingerprints so my husband can get into it also. very sexy phone!,True
ORD229053,ID2968356433,2019-03-12,Bakers,"[('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 2), ('Thunder line', 1)]",26980,64.8,-37.80963320000001,145.0025106,5,25695.8,Autumn,False,0.6414,fast shipping great phone,True
ORD078625,ID0581779017,2019-04-23,Thompson,"[('iStream', 2), ('Thunder line', 1), ('Alcon 10', 2), ('Universe Note', 2)]",27280,48.99,-37.8083809,144.94143530000005,25,20508.99,Autumn,False,0.6883,digico gold was required in order for us to use the thunder the way we wanted,False
ORD238228,ID0202520397,2019-05-12,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Thunder line', 2)]",20210,70.57,-37.802525,144.9270871,25,15228.07,Autumn,False,2.0891,"love this phone great phone, long battery life, simple to use",True
ORD386764,ID1888086800,2019-03-13,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",9950,82.75,-37.7999733,144.96254009999996,15,8540.25,Autumn,True,1.9622,my new best friend :),True
ORD189994,ID1982447702,2019-05-27,Bakers,"[('Candle Inferno', 1), ('Olivia x460', 1)]",1655,51.59,-37.816032299999996,145.00589509999998,5,1623.84,Autumn,False,1.1536,"digico solve the problem. problems with wifi, and network connection. thanks to digico to solve this.",False
ORD337737,ID0702363985,2019-04-21,Thompson,"[('Alcon 10', 1), ('Universe Note', 2)]",15850,80.68,-37.80552470000001,144.94107380000003,15,13553.18,Autumn,True,0.9546,well behaved device that i enjoy using.,True
ORD118325,ID0664378713,2019-05-31,Nickolson,"[('Toshika 750', 2), ('Universe Note', 1)]",12090,63.75,-37.8204759,144.96644519999995,25,9131.25,Autumn,True,0.3441,this item is a waste of money as none of the content is 4k. buy the much cheaper inferno tv stick instead.,False
ORD275674,ID0356098879,2019-04-18,Bakers,"[('Olivia x460', 1), ('Universe Note', 1)]",4675,66.69,-37.8215904,144.99403030000005,5,4507.94,Autumn,True,1.295,damaged phone did not work . didn't come with sim card and didn't come up with verizon . possibly stolen or something.,False
ORD441076,ID6167231023,2019-04-22,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",11370,79.42,-37.8148091,144.9539615,5,10880.92,Autumn,True,0.6511,five stars super fast delivery. phone has been perfect.,True
ORD115577,ID0709973332,2019-03-06,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2)]",19130,80.56,-37.8147037,144.93552759999997,25,14428.06,Autumn,True,1.0398,great phone! great phone! no more dropped calls. this is an awesome phone and i would buy it again.,True
ORD248707,ID0746912545,2019-04-19,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1), ('iStream', 2), ('Universe Note', 2)]",18375,66.63,-37.8253292,144.98277380000005,15,15685.38,Autumn,True,1.3834,one star bed,False
ORD388343,ID0030287593,2019-03-17,Bakers,"[('Toshika 750', 1), ('Thunder line', 2)]",8680,78.34,-37.8049916,144.9922353,0,8758.34,Autumn,True,0.6163,very good tablet for the price economical and the ability to carry in backpack,True
ORD193219,ID3148693051,2019-04-02,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",11095,64.27,-37.812028399999996,144.97221330000005,25,8385.52,Autumn,True,0.7676,"phone didn’t work phone came, turned on and allowed me to set it up for about 20 minutes before turning off. tried to hard reset, plug into itunes etc... stuck on pear logo. not recommended",False
ORD145971,ID4754200364,2019-05-01,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('iStream', 2), ('Olivia x460', 1)]",7155,68.08,-37.814973200000004,144.9273875,15,6149.83,Autumn,True,1.7496,"not unlocked not unlocked and could not get it unlocked. edge wireless will not return phone calls, digico finally refunded the purchase price.",False
ORD494555,ID1449308639,2019-05-03,Bakers,"[('Lucent 330S', 2), ('Thunder line', 2), ('iAssist Line', 2), ('Toshika 750', 2)]",19910,65.25,-37.8165726,144.9870015,5,18979.75,Autumn,False,1.0295,four stars it is a nice phone. easy to use. has good apps.,True
